Age Group,total_cases_by_age,age_based_case_rate,age_based_deaths,age_based_death_rate,date
65+,19095,19.3,2933,79.1,2020-05-26
65+,19462,19.1,3019,79.1,2020-05-27
65+,19773,19,3083,79,2020-05-28
65+,20073,18.8,3139,78.8,2020-05-29
65+,20455,18.5,3186,78.8,2020-05-30
65+,20792,18.4,3213,78.8,2020-05-31
65+,21054,18.3,3250,78.7,2020-06-01
65+,21354,18.1,3321,78.5,2020-06-02
65+,21595,18,3377,78.6,2020-06-03
65+,22002,17.9,3425,78.4,2020-06-04
65+,22365,17.7,3478,78.4,2020-06-05
65+,22704,17.6,3523,78.3,2020-06-06
65+,22939,17.5,3542,78.2,2020-06-07
65+,23154,17.3,3564,78.2,2020-06-08
65+,23469,17.2,3642,78.1,2020-06-09
65+,23806,17.1,3721,78,2020-06-10
65+,24043,16.9,3765,77.9,2020-06-11
65+,24403,16.8,3804,78,2020-06-12
65+,24762,16.6,3864,77.9,2020-06-13
65+,24981,16.5,3874,77.8,2020-06-14
65+,25109,16.4,3892,77.8,2020-06-15
65+,25503,16.2,3939,77.8,2020-06-16
65+,25911,16.1,3999,77.8,2020-06-17
65+,26385,16,4088,77.9,2020-06-18
65+,26741,15.8,4144,77.9,2020-06-19
65+,27173,15.6,4207,77.9,2020-06-20
65+,27456,15.4,4222,77.8,2020-06-21
65+,27864,15.2,4236,77.8,2020-06-22
65+,28528,15,4277,77.8,2020-06-23
65+,29048,14.9,4357,77.8,2020-06-24
65+,29544,14.7,4440,77.7,2020-06-25
65+,30007,14.5,4494,77.7,2020-06-26
65+,30333,14.4,4506,77.5,2020-06-27
65+,30893,14.3,4535,77.5,2020-06-28
65+,31379,14.1,4558,77.6,2020-06-29
65+,32145,13.8,4637,77.6,2020-06-30
65+,32815,13.7,4695,77.5,2020-07-01
65+,33445,13.5,4791,77.5,2020-07-02
65+,34055,13.4,4835,77.4,2020-07-03
65+,34493,13.3,4848,77.4,2020-07-04
65+,35441,13,4872,77.3,2020-07-05
65+,35957,12.9,4916,77.3,2020-07-06
65+,36911,12.8,4995,77.1,2020-07-07
65+,37586,12.7,5096,77,2020-07-08
65+,38346,12.6,5201,76.6,2020-07-09
65+,39039,12.5,5276,76.6,2020-07-10
65+,39776,12.4,5348,76.5,2020-07-11
65+,40473,12.3,5367,76.5,2020-07-12
65+,41080,12.2,5390,76.6,2020-07-13
65+,42007,12.1,5478,76.5,2020-07-14
65+,42748,12,5568,76.5,2020-07-15
65+,43550,11.9,5654,76.3,2020-07-16
65+,44297,11.8,5745,76.3,2020-07-17
65+,45166,11.7,5809,76.2,2020-07-18
65+,45759,11.7,5834,76.3,2020-07-19
65+,46495,11.6,5852,76.2,2020-07-20
65+,47673,11.5,5940,76.2,2020-07-21
65+,48744,11.5,6052,76.1,2020-07-22
65+,49648,11.4,6147,75.9,2020-07-23
65+,50518,11.3,6245,75.8,2020-07-24
65+,51190,11.3,6339,75.6,2020-07-25
65+,51772,11.2,6360,75.6,2020-07-26
65+,52302,11.2,6378,75.6,2020-07-27
65+,53138,11.2,6413,75.3,2020-07-28
65+,54039,11.1,6591,75.3,2020-07-29
65+,54743,11.1,6733,75.3,2020-07-30
65+,55360,11.1,6851,75.3,2020-07-31
65+,56206,11,6959,75.2,2020-08-01
65+,56786,11,7004,75.1,2020-08-02
65+,57247,11,7019,75.1,2020-08-03
65+,57847,11,7135,74.9,2020-08-04
65+,58458,11,7228,74.8,2020-08-05
65+,59282,11,7333,74.8,2020-08-06
65+,59954,11,7459,74.7,2020-08-07
65+,60829,11,7587,74.6,2020-08-08
65+,61464,10.9,7638,74.5,2020-08-09
65+,62506,10.9,7657,74.5,2020-08-10
65+,63617,10.9,7816,74.5,2020-08-11
65+,64298,10.8,7953,74.6,2020-08-12
65+,65116,10.8,8071,74.5,2020-08-13
65+,66403,10.8,8189,74.5,2020-08-14
65+,67168,10.8,8259,74.4,2020-08-15
65+,67816,10.8,8268,74.4,2020-08-16
65+,68211,10.8,8288,74.4,2020-08-17
65+,68806,10.8,8401,74.3,2020-08-18
65+,69380,10.8,8517,74.3,2020-08-19
65+,69957,10.8,8601,74.2,2020-08-20
65+,70688,10.8,8720,74.3,2020-08-21
65+,71455,10.8,8870,74.3,2020-08-22
65+,71901,10.8,8873,74.2,2020-08-23
65+,72358,10.8,8914,74.3,2020-08-24
65+,72988,10.7,9027,74.2,2020-08-25
65+,73489,10.8,9135,74.3,2020-08-26
65+,74124,10.8,9252,74.2,2020-08-27
65+,74665,10.8,9339,74.3,2020-08-28
65+,75284,10.8,9470,74.3,2020-08-29
65+,75729,10.8,9481,74.3,2020-08-30
65+,76098,10.8,9507,74.3,2020-08-31
65+,76511,10.7,9614,74.2,2020-09-01
65+,77191,10.8,9734,74.2,2020-09-02
65+,77807,10.8,9858,74.2,2020-09-03
65+,78262,10.8,9973,74,2020-09-04
65+,78740,10.8,10065,74.1,2020-09-05
65+,79046,10.8,10065,74,2020-09-06
65+,79301,10.7,10106,74.1,2020-09-07
65+,79476,10.7,10154,74,2020-09-08
65+,79803,10.7,10226,73.8,2020-09-09
65+,80183,10.7,10311,73.8,2020-09-10
65+,80630,10.7,10396,73.8,2020-09-11
65+,81053,10.7,10489,73.8,2020-09-12
65+,81333,10.7,10491,73.8,2020-09-13
65+,81506,10.7,10517,73.8,2020-09-14
65+,81822,10.7,10635,73.8,2020-09-15
65+,82148,10.7,10718,73.8,2020-09-16
65+,82521,10.7,10790,73.8,2020-09-17
65+,82954,10.7,10866,73.6,2020-09-18
65+,83379,10.7,10924,73.6,2020-09-19
65+,83683,10.7,10947,73.6,2020-09-20
65+,83936,10.7,10968,73.6,2020-09-21
65+,84312,10.7,11070,73.6,2020-09-22
65+,84659,10.7,11147,73.6,2020-09-23
65+,85007,10.7,11214,73.5,2020-09-24
65+,85434,10.7,11291,73.5,2020-09-25
65+,85776,10.7,11347,73.5,2020-09-26
65+,86053,10.7,11362,73.5,2020-09-27
65+,86274,10.7,11372,73.5,2020-09-28
65+,86652,10.7,11526,73.6,2020-09-29
65+,86965,10.7,11596,73.6,2020-09-30
65+,87371,10.7,11706,73.5,2020-10-01
65+,87546,10.7,11713,73.5,2020-10-02
65+,88023,10.7,11763,73.5,2020-10-03
65+,88296,10.7,11778,73.5,2020-10-04
65+,88464,10.7,11793,73.5,2020-10-05
65+,88764,10.7,11863,73.5,2020-10-06
65+,89114,10.7,11933,73.5,2020-10-07
65+,89535,10.7,11992,73.6,2020-10-08
65+,89927,10.7,12056,73.6,2020-10-09
65+,90249,10.7,12117,73.6,2020-10-10
65+,90571,10.7,12122,73.6,2020-10-11
65+,90787,10.7,12130,73.6,2020-10-12
65+,91051,10.6,12165,73.6,2020-10-13
65+,91359,10.6,12242,73.7,2020-10-14
65+,91697,10.6,12306,73.6,2020-10-15
65+,92027,10.6,12364,73.6,2020-10-16
65+,92326,10.6,12430,73.6,2020-10-17
65+,92643,10.6,12436,73.6,2020-10-18
65+,92952,10.6,12445,73.6,2020-10-19
65+,93333,10.6,12511,73.7,2020-10-20
65+,93662,10.6,12617,73.7,2020-10-21
65+,94321,10.6,12670,73.7,2020-10-22
65+,94882,10.6,12709,73.8,2020-10-23
65+,95336,10.6,12744,73.7,2020-10-24
65+,95584,10.6,12754,73.7,2020-10-25
65+,95901,10.6,12767,73.7,2020-10-26
65+,96305,10.6,12842,73.7,2020-10-27
65+,96800,10.6,12900,73.7,2020-10-28
65+,97247,10.6,12936,73.7,2020-10-29
65+,97764,10.6,12972,73.7,2020-10-30
65+,98240,10.6,13020,73.7,2020-10-31
65+,98643,10.6,13037,73.7,2020-11-01
65+,99065,10.6,13044,73.7,2020-11-02
65+,99592,10.6,13104,73.7,2020-11-03
65+,100004,10.6,13147,73.7,2020-11-04
65+,100643,10.6,13188,73.7,2020-11-05
65+,101279,10.6,13220,73.7,2020-11-06
65+,101922,10.6,13272,73.7,2020-11-07
65+,102592,10.6,13275,73.7,2020-11-08
65+,103063,10.5,13281,73.7,2020-11-09
65+,103745,10.5,13330,73.7,2020-11-10
65+,104403,10.5,13359,73.7,2020-11-11
65+,105031,10.5,13375,73.6,2020-11-12
65+,106013,10.5,13426,73.6,2020-11-13
65+,107074,10.5,13476,73.6,2020-11-14
65+,107973,10.5,13490,73.6,2020-11-15
65+,108766,10.5,13509,73.6,2020-11-16
65+,109763,10.5,13546,73.6,2020-11-17
65+,110871,10.5,13624,73.6,2020-11-18
65+,112026,10.4,13689,73.6,2020-11-19
65+,113542,10.4,13754,73.6,2020-11-20
65+,114971,10.4,13817,73.7,2020-11-21
65+,115905,10.4,13844,73.7,2020-11-22
65+,117343,10.4,13858,73.6,2020-11-23
65+,119130,10.4,13941,73.6,2020-11-24
65+,120544,10.4,14019,73.7,2020-11-25
65+,121832,10.4,14076,73.7,2020-11-26
65+,123005,10.4,14111,73.7,2020-11-27
65+,124744,10.4,14136,73.7,2020-11-28
65+,126255,10.4,14162,73.7,2020-11-29
65+,127432,10.4,14183,73.7,2020-11-30
65+,129548,10.4,14276,73.7,2020-12-01
65+,131495,10.4,14366,73.7,2020-12-02
65+,133635,10.4,14518,73.8,2020-12-03
65+,135981,10.4,14612,73.8,2020-12-04
65+,139047,10.4,14699,73.8,2020-12-05
65+,141371,10.3,14769,73.7,2020-12-06
65+,143631,10.3,14818,73.8,2020-12-07
65+,146465,10.3,14949,73.8,2020-12-08
65+,149303,10.3,15103,73.8,2020-12-09
65+,152545,10.3,15259,73.9,2020-12-10
65+,155904,10.2,15382,73.9,2020-12-11
65+,158920,10.2,15520,73.9,2020-12-12
65+,162211,10.2,15597,74,2020-12-13
65+,165856,10.3,15655,73.9,2020-12-14
65+,171018,10.2,15841,74,2020-12-15
65+,176030,10.2,16148,74,2020-12-16
65+,180273,10.2,16354,74.1,2020-12-17
65+,184721,10.2,16553,74.1,2020-12-18
65+,189671,10.2,16729,74.1,2020-12-19
65+,193693,10.2,16844,74.2,2020-12-20
65+,197117,10.2,16922,74.1,2020-12-21
65+,201338,10.3,17124,74.1,2020-12-22
65+,201338,10.3,17124,74.1,2020-12-23
65+,210115,10.3,17608,74.2,2020-12-24
65+,213365,10.3,17740,74.2,2020-12-25
65+,218524,10.3,17909,74.2,2020-12-26
65+,222306,10.3,17958,74.2,2020-12-27
65+,226184,10.3,18042,74.2,2020-12-28
65+,229656,10.4,18372,74.3,2020-12-29
65+,229656,10.4,18372,74.3,2020-12-30
65+,237603,10.4,19217,74.5,2020-12-31
65+,243143,10.4,19545,74.5,2021-01-01
65+,247791,10.4,19727,74.5,2021-01-02
65+,251000,10.4,19787,74.5,2021-01-03
65+,254873,10.4,19969,74.5,2021-01-04
65+,257996,10.4,20284,74.5,2021-01-05
65+,262405,10.4,20734,74.6,2021-01-06
65+,267362,10.4,21161,74.6,2021-01-07
65+,272795,10.4,21633,74.6,2021-01-08
65+,277893,10.4,22018,74.6,2021-01-09
65+,282092,10.4,22336,74.7,2021-01-10
65+,285832,10.4,22483,74.7,2021-01-11
65+,289522,10.4,22926,74.7,2021-01-12
65+,293498,10.4,23347,74.8,2021-01-13
65+,298095,10.4,23693,74.9,2021-01-14
65+,302548,10.4,24133,74.8,2021-01-15
65+,307249,10.4,24550,74.8,2021-01-16
65+,310785,10.5,24781,74.8,2021-01-17
65+,313509,10.5,24944,74.8,2021-01-18
65+,315996,10.5,25187,74.8,2021-01-19
65+,318359,10.5,25653,74.7,2021-01-20
65+,321246,10.5,26153,74.7,2021-01-21
65+,324030,10.5,26543,74.7,2021-01-22
65+,326670,10.5,27024,74.6,2021-01-23
65+,329760,10.5,27216,74.7,2021-01-24
65+,331706,10.5,27373,74.7,2021-01-25
65+,333827,10.5,27868,74.7,2021-01-26
65+,335853,10.5,28415,74.6,2021-01-27
65+,338251,10.6,28852,74.6,2021-01-28
65+,340478,10.6,29323,74.6,2021-01-29
65+,342610,10.6,29734,74.5,2021-01-30
65+,344502,10.6,29984,74.5,2021-01-31
65+,345985,10.6,30124,74.5,2021-02-01
65+,347383,10.6,30523,74.4,2021-02-02
65+,349039,10.6,30962,74.4,2021-02-03
65+,350812,10.6,31531,74.3,2021-02-04
65+,352363,10.6,31976,74.3,2021-02-05
65+,354119,10.6,32298,74.3,2021-02-06
65+,355369,10.6,32506,74.3,2021-02-07
65+,356332,10.6,32625,74.3,2021-02-08
65+,357449,10.6,33000,74.3,2021-02-09
65+,358485,10.6,33409,74.3,2021-02-10
65+,359817,10.6,33785,74.2,2021-02-11
65+,360993,10.6,34133,74.2,2021-02-12
65+,361993,10.6,34483,74.2,2021-02-13
65+,362882,10.7,34683,74.2,2021-02-14
65+,363548,10.7,34731,74.2,2021-02-15
65+,364046,10.7,34942,74.2,2021-02-16
65+,364781,10.7,35269,74.2,2021-02-17
65+,365575,10.7,35596,74.2,2021-02-18
65+,366399,10.7,35906,74.2,2021-02-19
65+,367229,10.7,36177,74.1,2021-02-20
65+,367754,10.7,36322,74.1,2021-02-21
65+,368121,10.7,36394,74.1,2021-02-22
65+,368784,10.7,36631,74,2021-02-23
65+,369313,10.7,37510,74.1,2021-02-24
65+,369969,10.7,37847,74,2021-02-25
65+,370554,10.7,38126,74,2021-02-26
65+,371071,10.7,38342,74,2021-02-27
65+,371427,10.7,38498,74,2021-02-28
65+,371704,10.7,38574,74,2021-03-01
65+,372106,10.7,38801,74,2021-03-02
65+,372554,10.7,39056,73.9,2021-03-03
65+,373112,10.7,39339,74,2021-03-04
65+,373601,10.7,39525,73.9,2021-03-05
65+,374031,10.7,39708,73.9,2021-03-06
65+,374342,10.7,39793,73.9,2021-03-07
65+,374560,10.7,39827,73.9,2021-03-08
65+,375480,10.7,40153,73.9,2021-03-09
65+,375736,10.7,40354,73.9,2021-03-10
65+,376063,10.7,40556,73.9,2021-03-11
65+,376467,10.7,40710,73.9,2021-03-12
65+,376712,10.7,40778,73.8,2021-03-13
65+,376953,10.7,40831,73.8,2021-03-14
65+,377062,10.7,40862,73.8,2021-03-15
65+,377420,10.7,41012,73.8,2021-03-16
65+,377718,10.7,41167,73.8,2021-03-17
65+,378046,10.7,41328,73.8,2021-03-18
65+,378324,10.7,41346,73.7,2021-03-19
65+,378618,10.7,41401,73.8,2021-03-20
65+,378795,10.7,41698,73.7,2021-03-21
65+,378926,10.7,41739,73.7,2021-03-22
65+,379094,10.7,41903,73.7,2021-03-23
65+,379280,10.7,42074,73.7,2021-03-24
65+,379527,10.7,42258,73.7,2021-03-25
65+,379788,10.7,42399,73.7,2021-03-26
65+,380019,10.7,42537,73.7,2021-03-27
65+,380204,10.7,42557,73.7,2021-03-28
65+,380323,10.7,42563,73.7,2021-03-29
65+,380504,10.7,42669,73.6,2021-03-30
65+,380688,10.7,42779,73.6,2021-03-31
65+,380916,10.7,42903,73.6,2021-04-01
65+,381268,10.7,42994,73.6,2021-04-02
65+,381424,10.7,43069,73.6,2021-04-03
65+,381577,10.7,43086,73.6,2021-04-04
65+,381670,10.6,43088,73.6,2021-04-05
65+,381853,10.6,43172,73.6,2021-04-06
65+,382037,10.6,43259,73.6,2021-04-07
65+,382190,10.6,43373,73.6,2021-04-08
65+,382494,10.6,43488,73.6,2021-04-09
65+,382850,10.6,43555,73.6,2021-04-10
65+,383022,10.6,43576,73.5,2021-04-11
65+,383138,10.6,43580,73.5,2021-04-12
65+,383277,10.6,43665,73.5,2021-04-13
65+,383433,10.6,43763,73.5,2021-04-14
65+,383610,10.6,43810,73.5,2021-04-15
65+,383796,10.6,43884,73.5,2021-04-16
65+,383982,10.6,43941,73.5,2021-04-17
65+,384073,10.6,43948,73.5,2021-04-18
65+,384188,10.6,43976,73.5,2021-04-19
65+,384349,10.6,44040,73.5,2021-04-20
65+,384507,10.6,44119,73.5,2021-04-21
65+,384620,10.6,44184,73.5,2021-04-22
65+,384595,10.6,44223,73.5,2021-04-23
65+,384709,10.6,44261,73.5,2021-04-24
65+,384868,10.6,44271,73.5,2021-04-25
65+,384951,10.6,44275,73.5,2021-04-26
65+,385048,10.6,44323,73.5,2021-04-27
65+,385191,10.6,44383,73.5,2021-04-28
65+,385343,10.6,44464,73.5,2021-04-29
65+,385500,10.6,44591,73.6,2021-04-30
65+,385670,10.6,44673,73.5,2021-05-01
65+,385767,10.6,44686,73.5,2021-05-02
65+,385874,10.6,44687,73.5,2021-05-03
65+,385987,10.6,44749,73.5,2021-05-04
65+,386120,10.6,44795,73.5,2021-05-05
65+,386337,10.6,44863,73.5,2021-05-06
65+,386520,10.6,44967,73.5,2021-05-07
65+,386656,10.6,45003,73.5,2021-05-08
65+,386750,10.6,45013,73.5,2021-05-09
65+,386821,10.6,45017,73.5,2021-05-10
65+,386932,10.6,45061,73.5,2021-05-11
65+,387065,10.6,45086,73.5,2021-05-12
65+,387219,10.6,45133,73.5,2021-05-13
65+,387375,10.6,45152,73.5,2021-05-14
65+,387475,10.6,45190,73.5,2021-05-15
65+,387548,10.6,45199,73.5,2021-05-16
65+,387623,10.6,45201,73.5,2021-05-17
65+,387719,10.6,45228,73.5,2021-05-18
65+,387847,10.6,45263,73.5,2021-05-19
65+,387975,10.6,45312,73.5,2021-05-20
65+,388075,10.6,45339,73.5,2021-05-21
65+,388196,10.6,45355,73.4,2021-05-22
65+,388288,10.6,45361,73.4,2021-05-23
65+,388335,10.6,45367,73.4,2021-05-24
65+,388447,10.6,45402,73.4,2021-05-25
65+,388616,10.6,45425,73.4,2021-05-26
65+,389563,10.6,45555,73.4,2021-05-27
65+,389669,10.6,45523,73.4,2021-05-28
65+,389740,10.6,45532,73.4,2021-05-29
65+,389774,10.6,45536,73.4,2021-05-30
65+,389795,10.6,45544,73.4,2021-05-31
65+,389819,10.6,45564,73.4,2021-06-01
65+,389910,10.6,45593,73.4,2021-06-02
65+,390021,10.6,45655,73.4,2021-06-03
65+,390135,10.6,45704,73.4,2021-06-04
65+,390210,10.6,45875,73.4,2021-06-05
65+,390290,10.6,45876,73.4,2021-06-06
65+,390359,10.6,45879,73.4,2021-06-07
65+,390436,10.6,45891,73.4,2021-06-08
65+,390522,10.6,45919,73.4,2021-06-09
65+,390637,10.6,45953,73.4,2021-06-10
65+,390722,10.6,45874,73.4,2021-06-11
65+,390812,10.6,45881,73.4,2021-06-12
65+,390866,10.6,45872,73.4,2021-06-13
65+,390912,10.6,45880,73.4,2021-06-14
65+,390983,10.6,45886,73.4,2021-06-15
65+,391045,10.6,45909,73.4,2021-06-16
65+,391170,10.6,45946,73.4,2021-06-17
65+,391238,10.6,45967,73.4,2021-06-18
65+,391305,10.6,45992,73.4,2021-06-19
65+,391407,10.6,45994,73.4,2021-06-20
65+,391455,10.6,46001,73.4,2021-06-21
65+,391507,10.6,46037,73.4,2021-06-22
65+,391652,10.6,46093,73.4,2021-06-23
65+,391870,10.6,46142,73.4,2021-06-24
65+,392013,10.6,46172,73.4,2021-06-25
65+,392224,10.6,46199,73.3,2021-06-26
65+,392338,10.6,46201,73.3,2021-06-27
65+,392372,10.6,46203,73.3,2021-06-28
65+,391708,10.6,46212,73.3,2021-06-29
65+,391847,10.6,46258,73.3,2021-06-30
65+,391977,10.6,46282,73.3,2021-07-01
65+,392281,10.5,46342,73.3,2021-07-05
65+,392368,10.5,46359,73.3,2021-07-06
65+,392503,10.5,46391,73.3,2021-07-07
65+,392659,10.5,46424,73.3,2021-07-08
65+,393160,10.5,46486,73.2,2021-07-11
65+,393342,10.5,46490,73.2,2021-07-12
65+,393524,10.5,46511,73.2,2021-07-13
65+,393740,10.5,46526,73.2,2021-07-14
65+,393992,10.5,46566,73.2,2021-07-15
65+,394837,10.5,46594,73.2,2021-07-18
65+,395143,10.5,46597,73.2,2021-07-19
65+,395528,10.5,46604,73.2,2021-07-20
65+,395854,10.5,46622,73.2,2021-07-21
65+,396346,10.5,46656,73.2,2021-07-22
65+,397699,10.4,46695,73.2,2021-07-25
65+,398231,10.4,46699,73.2,2021-07-26
65+,398717,10.4,46720,73.2,2021-07-27
65+,399230,10.4,46744,73.2,2021-07-28
65+,399968,10.4,46763,73.1,2021-07-29
65+,402279,10.4,46862,73.1,2021-08-01
65+,402791,10.4,46866,73.1,2021-08-02
65+,403397,10.4,46895,73.1,2021-08-03
65+,404077,10.4,46922,73.1,2021-08-04
65+,405027,10.3,46940,73.1,2021-08-05
65+,405967,10.3,46956,73.1,2021-08-06
65+,406970,10.3,46978,73,2021-08-07
65+,407709,10.3,46980,73,2021-08-08
65+,408457,10.3,46983,73,2021-08-09
65+,409320,10.3,46679,73,2021-08-10
65+,410192,10.3,46719,73,2021-08-11
65+,411207,10.3,46757,72.9,2021-08-12
65+,412304,10.3,46782,72.9,2021-08-13
65+,413317,10.3,46815,72.9,2021-08-14
65+,414162,10.3,46823,72.9,2021-08-15
65+,415009,10.3,46825,72.9,2021-08-16
65+,416066,10.3,46874,72.9,2021-08-17
65+,417136,10.2,46930,72.9,2021-08-18
65+,418300,10.2,47003,72.9,2021-08-19
65+,419405,10.2,47053,72.9,2021-08-20
65+,420575,10.2,47101,72.8,2021-08-21
65+,421410,10.2,47104,72.8,2021-08-22
65+,422293,10.2,47115,72.8,2021-08-23
65+,423263,10.2,47174,72.8,2021-08-24
65+,424345,10.2,47244,72.8,2021-08-25
65+,425527,10.2,47290,72.7,2021-08-26
65+,426794,10.2,47352,72.7,2021-08-27
65+,427820,10.2,47415,72.7,2021-08-28
65+,429068,10.2,47424,72.7,2021-08-29
65+,429861,10.2,47431,72.6,2021-08-30
65+,431920,10.2,47512,72.6,2021-08-31
65+,432846,10.2,47584,72.6,2021-09-01
65+,433767,10.2,47650,72.5,2021-09-02
65+,434581,10.2,47706,72.5,2021-09-03
65+,435673,10.2,47783,72.4,2021-09-04
65+,436404,10.1,47795,72.4,2021-09-05
65+,437038,10.1,47815,72.4,2021-09-06
65+,437748,10.1,47829,72.4,2021-09-07
65+,438466,10.1,47946,72.4,2021-09-08
65+,439294,10.1,48037,72.3,2021-09-09
65+,440263,10.1,48150,72.3,2021-09-10
65+,441037,10.1,48199,72.3,2021-09-11
65+,441675,10.1,48214,72.3,2021-09-12
65+,442603,10.1,48264,72.2,2021-09-13
65+,443303,10.1,48363,72.2,2021-09-14
65+,443968,10.1,48470,72.1,2021-09-15
65+,444785,10.1,48556,72.1,2021-09-16
65+,445552,10.1,48631,72.1,2021-09-17
65+,446402,10.1,48695,72,2021-09-18
65+,446977,10.1,48700,72,2021-09-19
65+,447492,10.1,48708,72,2021-09-20
65+,448196,10.1,48785,72,2021-09-21
65+,448846,10.1,48874,71.9,2021-09-22
65+,449571,10.1,48967,71.9,2021-09-23
65+,451681,10.1,49112,71.8,2021-09-26
65+,452151,10.1,49122,71.8,2021-09-27
65+,452758,10.1,49201,71.8,2021-09-28
65+,453307,10.1,49280,71.8,2021-09-29
65+,454022,10.1,49358,71.7,2021-09-30
65+,455826,10.1,49489,71.7,2021-10-03
65+,456177,10.1,49482,71.7,2021-10-04
65+,456768,10.1,49563,71.6,2021-10-05
65+,457216,10.1,49650,71.6,2021-10-06
65+,457871,10.1,49737,71.6,2021-10-07
65+,459522,10.1,49870,71.5,2021-10-10
65+,459933,10.1,49876,71.5,2021-10-11
65+,460338,10.1,49928,71.5,2021-10-12
65+,460835,10.1,50006,71.4,2021-10-13
65+,461440,10.1,50085,71.4,2021-10-14
65+,463093,10.1,50236,71.3,2021-10-17
65+,463554,10.1,50248,71.3,2021-10-18
65+,463935,10.1,50335,71.3,2021-10-19
65+,464487,10.1,50417,71.3,2021-10-20
65+,465112,10.1,50495,71.2,2021-10-21
65+,469142,10.1,50709,71.2,2021-10-25
65+,469743,10.1,50767,71.2,2021-10-26
65+,470315,10.1,50822,71.2,2021-10-27
65+,471035,10.1,50876,71.1,2021-10-28
65+,473009,10.1,50851,71.1,2021-10-31
65+,473458,10.1,50875,71.1,2021-11-01
65+,473911,10.1,50925,71.1,2021-11-02
65+,474468,10.1,50983,71,2021-11-03
65+,475195,10.1,51036,71,2021-11-04
65+,476841,10.1,51106,71,2021-11-07
65+,477217,10.1,51117,71,2021-11-08
65+,477615,10.1,51199,71,2021-11-09
65+,478097,10.1,51299,71,2021-11-10
65+,479165,10.1,51393,70.9,2021-11-12
65+,480010,10.1,51463,70.9,2021-11-14
65+,480436,10.1,51472,70.9,2021-11-15
65+,480864,10.1,51558,70.9,2021-11-16
65+,481321,10.1,51640,70.9,2021-11-17
65+,481775,10.1,51742,70.9,2021-11-18
65+,483206,10.1,51875,70.9,2021-11-21
65+,483597,10.1,51879,70.9,2021-11-22
65+,483957,10.1,51967,70.8,2021-11-23
65+,485940,10.1,52132,70.8,2021-11-28
65+,486400,10.1,52169,70.8,2021-11-29
65+,486789,10.1,52239,70.8,2021-11-30
65+,487256,10.1,52310,70.8,2021-12-01
65+,487902,10.1,52385,70.7,2021-12-02
65+,489671,10.1,52476,70.7,2021-12-05
65+,490195,10.1,52488,70.7,2021-12-06
65+,490673,10.1,52575,70.7,2021-12-07
65+,491151,10.1,52629,70.7,2021-12-08
65+,491658,10.1,52677,70.7,2021-12-09
65+,493236,10.1,52787,70.7,2021-12-12
65+,493734,10.1,52800,70.7,2021-12-13
65+,494201,10.1,52854,70.7,2021-12-14
65+,494633,10.1,52902,70.6,2021-12-15
65+,495210,10.1,52975,70.6,2021-12-16
65+,496706,10.1,53085,70.6,2021-12-19
65+,497176,10.1,53087,70.6,2021-12-20
65+,497771,10,53158,70.6,2021-12-21
65+,498573,10,53212,70.6,2021-12-22
65+,499573,10,53258,70.6,2021-12-23
65+,504080,9.9,53320,70.6,2021-12-27
65+,505446,9.9,53371,70.6,2021-12-28
65+,507813,9.9,53437,70.6,2021-12-29
65+,511240,9.8,53505,70.5,2021-12-30
65+,526573,9.7,53567,70.6,2022-01-03
65+,530294,9.7,53639,70.5,2022-01-04
65+,533341,9.6,53633,70.5,2022-01-05
65+,540390,9.6,53812,70.5,2022-01-06
65+,558370,9.4,53943,70.5,2022-01-09
65+,566456,9.3,53950,70.5,2022-01-10
65+,572753,9.3,54024,70.5,2022-01-11
65+,579637,9.2,54099,70.4,2022-01-12
65+,587385,9.2,54200,70.4,2022-01-13
65+,609345,9,54427,70.4,2022-01-16
65+,615064,9,54452,70.4,2022-01-17
65+,622883,9,54483,70.4,2022-01-18
65+,629972,9,54608,70.4,2022-01-19
65+,639442,9,54742,70.4,2022-01-20
65+,662494,8.9,54992,70.4,2022-01-23
65+,667573,8.9,55006,70.4,2022-01-24
65+,675372,8.9,55147,70.4,2022-01-25
65+,680529,8.9,55330,70.4,2022-01-26
65+,687021,8.9,55532,70.4,2022-01-27
65+,702668,8.9,55863,70.5,2022-01-30
65+,706550,8.9,55932,70.5,2022-01-31
65+,709232,8.9,56121,70.5,2022-02-01
65+,712193,8.9,56258,70.5,2022-02-02
65+,715830,8.9,56428,70.5,2022-02-03
65+,722941,8.9,56808,70.5,2022-02-06
65+,727906,9,56889,70.5,2022-02-07
65+,731296,9,57092,70.6,2022-02-08
65+,733110,9,57211,70.6,2022-02-09
65+,735703,9,57472,70.6,2022-02-10
65+,740621,9,57903,70.6,2022-02-13
65+,742374,9,58000,70.6,2022-02-14
65+,744035,9,58187,70.6,2022-02-15
65+,745611,9,58336,70.6,2022-02-16
65+,747177,9,58552,70.7,2022-02-17
65+,751831,9,59025,70.7,2022-02-21
65+,752592,9,59055,70.7,2022-02-22
65+,753505,9,59204,70.7,2022-02-23
65+,754548,9,59346,70.7,2022-02-24
65+,757026,9,59856,70.7,2022-02-27
65+,757236,9,59868,70.7,2022-02-28
65+,757946,9,60017,70.7,2022-03-01
65+,758700,9,60174,70.7,2022-03-02
65+,759399,9,60326,70.7,2022-03-03
65+,761038,9,60711,70.7,2022-03-06
65+,761429,9,60713,70.7,2022-03-07
65+,762054,9.1,60836,70.7,2022-03-08
